GeneID	TCGA-V1-A9O5-01A-11R-A41O-07	TCGA-M7-A720-01A-12R-A32O-07	TCGA-V1-A9OT-01A-11R-A41O-07	TCGA-KK-A6E3-01A-21R-A30B-07	TCGA-EJ-A7NH-01A-12R-A33R-07	TCGA-HC-8266-01A-11R-2263-07	TCGA-VP-A872-01A-11R-A352-07	TCGA-KK-A7B2-01A-12R-A32O-07	TCGA-G9-6356-01A-11R-1789-07	TCGA-X4-A8KS-01A-12R-A36G-07	TCGA-KK-A8I4-01A-11R-A36G-07	TCGA-ZG-A9M4-01A-11R-A41O-07	TCGA-HC-A6AP-01A-11R-A30B-07	TCGA-EJ-7791-01A-11R-2118-07	TCGA-XQ-A8TA-01A-11R-A36G-07	TCGA-HC-7818-01A-11R-2118-07	TCGA-ZG-A9L5-01A-12R-A41O-07	TCGA-EJ-A65E-01A-11R-A29R-07	TCGA-M7-A71Z-01A-12R-A32O-07	TCGA-EJ-7314-01A-31R-2118-07	TCGA-ZG-A9L1-01A-11R-A41O-07	TCGA-EJ-7318-01B-11R-A32O-07	TCGA-2A-A8W1-01A-11R-A37L-07	TCGA-KK-A8I6-01A-11R-A36G-07	TCGA-G9-7519-01A-11R-2263-07	TCGA-CH-5767-01A-11R-1789-07	TCGA-EJ-5497-01A-02R-1580-07	TCGA-YL-A9WK-01A-11R-A37L-07	TCGA-HC-8213-01A-11R-A29R-07	TCGA-YL-A8HJ-01A-11R-A36G-07	TCGA-J4-A67Q-01A-21R-A30B-07	TCGA-ZG-A8QY-01A-11R-A37L-07	TCGA-ZG-A9LN-01A-11R-A41O-07	TCGA-EJ-7792-01A-11R-2118-07	TCGA-G9-7522-01A-11R-2263-07	TCGA-KK-A8IK-01A-11R-A36G-07	TCGA-EJ-A46E-01A-31R-A250-07	TCGA-Y6-A8TL-01A-21R-A37L-07	TCGA-CH-5790-01A-11R-1580-07	TCGA-TP-A8TV-01A-11R-A41O-07	TCGA-V1-A9O7-01A-21R-A41O-07	TCGA-J9-A8CK-01A-11R-A352-07	TCGA-HC-8261-01A-11R-2263-07	TCGA-G9-7523-01A-11R-2263-07	TCGA-KK-A7AV-01A-11R-A32O-07	TCGA-VP-A87E-01A-31R-A352-07	TCGA-KK-A6E2-01A-11R-A311-07	TCGA-H9-7775-01A-11R-2118-07	TCGA-EJ-A65F-01A-21R-A311-07	TCGA-CH-5772-01A-11R-1580-07	TCGA-M7-A723-01A-12R-A32O-07	TCGA-EJ-7783-01A-11R-2118-07	TCGA-EJ-A7NK-01A-12R-A352-07	TCGA-KK-A6E4-01A-11R-A30B-07	TCGA-G9-6366-01A-11R-2118-07	TCGA-KK-A8ID-01A-11R-A36G-07	TCGA-VN-A88O-01A-11R-A352-07	TCGA-HC-7821-01A-12R-2118-07	TCGA-EJ-5503-01A-01R-1580-07	TCGA-YL-A9WJ-01A-11R-A37L-07	TCGA-YL-A8S8-01A-11R-A37L-07	TCGA-EJ-5530-01A-01R-1580-07	TCGA-G9-6362-01A-11R-1789-07	TCGA-2A-A8VT-01A-11R-A37L-07	TCGA-EJ-7786-01A-11R-2118-07	TCGA-HC-A6AO-01A-11R-A30B-07	TCGA-HC-8257-01A-11R-2263-07	TCGA-KC-A7FE-01A-12R-A33R-07	TCGA-CH-5745-01A-11R-1580-07	TCGA-2A-AAYU-01A-11R-A41O-07	TCGA-YJ-A8SW-01A-11R-A37L-07	TCGA-J4-A6G1-01A-11R-A311-07	TCGA-ZG-A9L6-01A-11R-A41O-07	TCGA-G9-6384-01A-11R-1789-07	TCGA-EJ-5514-01A-01R-1580-07	TCGA-V1-A9OF-01A-11R-A41O-07	TCGA-EJ-5522-01A-01R-1580-07	TCGA-XK-AAIW-01A-11R-A41O-07	TCGA-J4-AATZ-01A-11R-A41O-07	TCGA-HC-7750-01A-11R-2118-07	TCGA-FC-A4JI-01A-11R-A250-07	TCGA-KK-A8IM-01A-11R-A36G-07	TCGA-V1-A9OX-01A-11R-A41O-07	TCGA-KK-A7AP-01A-12R-A33R-07	TCGA-EJ-7794-01A-11R-2118-07	TCGA-YL-A9WX-01A-21R-A41O-07	TCGA-KK-A8IC-01A-11R-A36G-07	TCGA-2A-AAYO-01A-11R-A41O-07	TCGA-FC-7708-01A-11R-2118-07	TCGA-EJ-AB27-01A-11R-A41O-07	TCGA-YL-A8SO-01B-31R-A37L-07	TCGA-EJ-8468-01A-21R-2403-07	TCGA-EJ-7789-01A-11R-2118-07	TCGA-G9-6369-01A-21R-1965-07	TCGA-HC-A8CY-01A-11R-A36G-07	TCGA-G9-6342-01A-11R-1965-07	TCGA-2A-AAYF-01A-11R-A41O-07	TCGA-XK-AAJR-01A-11R-A41O-07	TCGA-HC-8260-01A-11R-2263-07	TCGA-XK-AAJA-01A-11R-A41O-07
PGAP3	17.0397121546	16.0990511316	9.33238731568	25.3085517315	18.2280076806	14.9700856917	25.6790019235	23.4614200157	14.1551933204	14.8749021271	16.1162074998	21.623768717	21.7363589683	14.1518342597	6.61673325099	15.5606479763	7.30789830263	19.7391042796	20.6363473527	15.3101973325	8.97673530689	15.5953481781	13.0399857475	13.1842413329	17.0199108495	20.838196096	18.8162728055	17.508255123	15.8771525657	9.86237774103	25.3275965063	18.8779049985	17.2243192755	15.7997492563	12.6959586042	25.0355115312	20.2719876283	17.9993171034	14.7576134921	10.9459477894	18.8745836702	14.4857035824	17.4412363679	12.0111594137	22.6681190273	18.645302593	21.6008442678	16.2466358313	14.8058920548	17.7185278485	14.930625636	12.9635924652	22.8544648035	24.2077746029	25.3409774653	17.9523872104	22.3453725864	9.06941652867	23.4234895453	15.9842677728	12.7055696617	16.4233941523	11.0995698082	13.7990907282	12.391656094	25.3546926563	21.0615750124	17.9261771264	15.2901250909	17.6776643889	15.5784130253	14.5152626234	16.2328813572	15.2522306704	10.1869738188	20.0655652212	13.0863189043	8.0866586628	30.7804818989	14.8481393535	15.6525103229	14.5843717392	14.5609154525	7.21115742261	10.8693418681	19.5713429045	12.8444319284	13.4421116033	20.7688498675	16.0361201416	10.7259579954	13.2185469642	14.4819178037	22.8100636683	15.4280298609	20.5433534479	13.9609756281	18.4250193792	20.4969327962	22.0092096869
RNF10	39.5203865496	38.9394886666	33.5626287976	28.5140859189	38.5691814791	34.5411052728	29.4861164132	35.0990805425	37.344205253	30.6545471856	44.7969894147	26.2573892082	32.2431689605	38.2674564141	37.2166999564	42.9028784472	48.1215546229	37.9490630476	36.0087632887	42.1855368392	37.9884265168	40.4205292387	40.6090153515	41.0443611177	38.2580096309	36.5094639999	32.0277371973	32.4755257592	42.8089318494	34.3973950776	30.0999004936	48.8862878239	46.8717902606	36.2568597896	41.3059780125	13.0505123872	31.8552315158	39.1607937975	39.8073518733	49.3459444849	31.9522450483	35.2289467008	36.743037431	35.889125183	41.1850857606	38.2101122091	31.9355652006	37.9285606381	51.2772461979	36.650259858	36.0966243058	32.6426286601	34.9681066152	28.2344405603	42.0753813982	34.576743416	38.6987840188	32.8902458785	36.4983526894	21.5615849144	51.747605941	37.1057515121	51.9203864517	41.6078249765	31.8554089376	29.9012946649	36.3763462795	37.0508167936	38.985476772	41.9505091992	42.271498976	35.0036621336	37.3173553847	37.7797186492	42.7088439702	40.7299427845	38.1014226737	31.24721195	34.7750771718	37.3614257598	27.7359667053	36.9006660643	32.0388483743	38.1469558329	34.3462575956	32.6357568805	37.2871487381	35.7593913353	40.809518849	38.8519014884	45.6941924769	33.5930027433	25.931157328	45.0838585441	35.8471498439	30.4692083786	36.0136924757	39.8744724688	34.5598084581	34.2504745137
TRNP1	9.21735147014	3.8872792231	4.72102946742	4.66156466824	3.99062405314	5.49048484451	8.96100684551	4.06708354837	3.88532772827	5.84627545561	3.227746331	2.27853020896	6.1663269656	4.54527279765	8.27676771289	2.48466894599	8.38612213997	2.44543443456	2.55645312466	3.91407021873	2.93948251845	3.13865952472	0.633886937272	2.08285032079	3.64697606249	0.989658307733	2.90038105629	6.29143658562	2.97263385294	4.10923135293	6.61641256065	4.04345483116	3.55239531149	3.61125069483	2.16961846075	2.33606622011	6.20876686074	2.5238280563	1.40929835322	2.38638454425	4.64152651264	5.54242657094	3.41119331007	5.1969502669	2.9479664398	2.36644751035	2.24957487377	3.18423647784	1.43204888388	4.71247884425	3.10272541857	3.32934681013	3.97913807096	1.41050051993	1.47589622942	1.90844821224	1.08849972946	2.18710712266	2.81371401645	2.64477598017	3.51402660894	1.78826665316	2.08373833881	1.779166099	3.12714420419	1.13030549973	3.41394119268	5.97870159113	3.31801321363	1.67682293942	1.75626146007	3.91448211885	4.36419764168	2.20865849407	5.14354808215	2.09883962531	1.88364831095	1.13812777936	1.50514278471	4.50143792606	0.382880347894	2.22492884643	4.26553508039	1.97310508523	2.66525537338	2.85501742922	3.08956866775	2.58535743409	2.72134235319	2.93368381377	3.28955706612	1.48648847959	2.00936397764	8.0419670731	0.854984435939	3.42714314326	1.58098124972	1.63909701252	2.02543364426	1.1844320744
BIVM	2.30763975258	3.27995616549	7.49624909259	2.83199832162	3.36286812856	2.87807838282	3.83027473068	2.75148460936	3.18976893386	3.27322311136	3.51355564946	1.87696197462	3.64570709156	3.12656699045	5.1674586555	3.55545305381	5.44881369712	4.46082567452	3.56794640194	4.54783496907	3.50058864598	2.78188917131	4.82417870524	2.79929154998	1.38837387914	2.75336396006	5.25078840902	2.71345606696	7.34357602337	4.84981706837	3.11365225604	3.33363513425	3.17458821031	3.21878441383	3.1132127068	1.85311094406	3.83321148312	3.27316605493	5.09938389666	3.59028299131	2.89033189404	2.91863393231	3.81320236258	2.62389299022	4.00987509346	2.35474744025	5.97938182326	4.60871729003	6.19979945135	3.73480115527	2.48044590647	3.93830004049	4.36953575194	4.4253894329	2.76816859225	3.94821200631	3.31765881272	4.07574957837	2.75071876026	3.43816290981	6.33349483343	4.4590635843	4.21755736925	5.50131391009	2.51416316043	3.29462584979	5.31272258861	3.21869005649	3.95676634662	4.49786217876	1.05718599915	3.76476681163	3.38774954348	3.4976058297	3.94740449243	4.34211443322	4.74596051908	5.35952281952	3.01734187936	2.25594668564	3.80504048217	4.32631721482	2.27840371887	2.02960014771	2.7343021245	3.30031336318	2.61502892385	3.63140627138	3.64392935289	2.9225263769	3.16737751432	3.56338045894	2.81131888847	2.11419685911	4.30507599811	4.25210334534	3.52036843007	2.81123896769	4.05390184808	4.88083552838
TACO1	9.59312712285	7.24066971258	6.012711821	11.94601661	6.89521630149	6.8137324234	11.0934972873	8.69353883585	7.65692409985	7.02320024656	6.9492840659	8.9215771278	14.0765997176	6.81992631078	14.4764268114	7.17619953638	6.66193317864	7.60755651509	9.74781714037	6.9946108375	8.00961370469	11.2635847371	10.4487226762	11.5829325255	8.32816992413	5.17479274586	6.42859915738	7.51487361242	5.64054467568	5.66534304796	13.3661761155	8.19694752597	7.34892396656	6.59782734224	7.1741520519	8.9633296761	5.840576705	8.91178404468	6.27613532757	8.59604482524	8.04916532675	6.70267723064	7.04376540054	6.57803849899	8.04181647531	6.35898766239	5.73646451503	7.78321678095	9.68407102751	6.06361934058	10.2014977672	5.86012917791	7.30881188067	12.7176961661	8.79528520593	9.18950466072	7.44120128716	6.68094530789	7.03316264361	7.89372172224	7.14192318759	6.08417495957	5.04863996542	9.16051589775	6.58592662833	12.8102374976	6.95168933508	8.22136713772	5.79369692493	7.8591579303	6.81840093303	7.11871560787	6.9272565701	5.88282848228	5.74993703085	8.14775223044	5.90427962259	7.07087430224	6.05225997712	7.08849827239	9.22676058939	7.73334753388	9.00645160818	11.0096237858	6.23314185903	6.78945343508	5.3205530981	8.74326789346	6.28696567669	7.82808883683	7.7858253481	6.40173644529	6.90621726355	9.79844328272	6.29150361257	7.50705677108	9.11889181763	7.47665004033	6.59496784006	5.46511357964
RP11-15H20.6	0.865595038599	1.24696318193	1.03822277047	1.31624948437	1.76089591572	1.23045229126	1.02090660863	1.08220017003	0.779362768786	0.821749627096	0.542415274549	0.504284442591	0.827614972195	0.961161764967	2.29106525246	1.36646094713	1.48999397096	1.85517823821	1.02289999003	0.883673009258	1.44182042322	0.922455178523	0.899436843337	1.45937190027	0.485078829279	1.48811686391	1.08883251082	0.85051830857	0.929669289805	0.788549910597	1.09713277172	1.07036521197	0.635763570838	0.614142833945	0.916907194395	0.902352037292	1.25010734052	1.17550600807	1.58391977455	1.17885291391	0.839633252243	1.39395709628	1.53246730003	0.466338994172	1.23761671981	0.744157763044	1.24058759178	1.0555555432	1.39348834267	0.921366104431	0.773868946915	1.66947661107	1.35383437974	1.22660087135	0.472994050374	0.946682217899	1.31313169782	1.6231615787	1.31790620651	1.02993168899	1.35654743196	1.32486052733	0.433873396498	1.15585423605	1.1408682096	0.720741425368	1.42726396389	0.853751370472	1.49901821773	0.966509794573	0.731929415792	0.773559981206	1.35595594926	0.870170247935	0.582818773442	1.4543767205	1.28616953838	0.763593454928	1.24869286689	0.793728098781	0.563334134987	1.33037201755	0.941911984527	1.83599257786	1.166033906	1.39848747085	0.904638976113	0.766363242527	1.19855996532	0.912986121463	0.973826907302	1.00967926977	1.0190776286	0.708703413352	1.16671535521	0.814144901195	1.10744890285	0.824505398344	1.52280955979	1.23730526578
SAP130	10.479526831	8.0700872548	4.23281534498	4.12035552058	8.04482109195	7.02432691909	7.03795363909	5.19052168588	8.34297165907	3.32661000762	6.68955124806	8.42507306193	3.41565278444	9.03786921973	6.82878625869	8.49680656595	6.87013997484	7.45192155702	5.38781241878	8.48024596086	10.0640137814	6.80485500888	8.33935365067	9.66832593455	6.42662066194	4.98203535734	8.24159532688	6.34145257979	6.14114903184	7.35663305214	3.31186011032	3.91061474943	5.65751525092	8.34027601588	8.48906508815	4.38473165669	6.73323941468	6.8185488654	8.58863931794	5.76308171499	6.04842998798	6.56588244756	7.20847878012	6.54379485191	7.75324377592	6.8267634376	8.20401214292	9.02889879284	7.92458528475	8.64472092787	4.58057097294	9.54039521465	7.00434359543	4.2194448133	7.45831108581	7.09222182388	8.28174989619	9.32163522708	9.32455440201	7.59389148139	7.75906179523	10.4423104306	4.57542099166	13.2499727622	8.73282697511	4.45482297675	5.00067907455	7.17642466051	7.49644878817	8.77474830734	8.71487059076	8.31295649384	6.88750727295	10.3077869628	9.73532662814	6.67087500082	10.5070340647	7.62969096387	9.29603959151	7.62904525373	7.86590768055	8.7765612473	4.18819778433	6.43958235428	9.73211783775	9.7128045494	8.91521544983	6.38829131922	8.88385576306	8.38368401027	5.07402195754	6.99931717643	5.59302534508	2.7227143735	8.2919999793	7.60120839635	7.34255648255	7.59312796774	6.71054634332	7.36743603235
RBMX2	12.766687373	6.37812336522	7.93384535139	8.65636348816	6.69831715157	9.05854266533	6.6895413219	9.85905403582	8.59305789954	5.76330325187	6.89848638653	10.8852960571	13.3472712215	6.07499314227	23.0091967324	6.39361496405	9.48701256103	6.50334555985	6.06217848233	7.19230788573	5.59496195826	7.45731368378	7.40603167606	8.84040977868	6.19014364043	6.40700918164	5.86311073658	4.75112910205	7.95213285462	6.42757121369	11.8753376216	9.5815951501	7.3449817105	6.38814743846	6.89038205479	8.33450565785	8.43759017149	8.10547625706	7.80891377377	8.57308451251	6.85281756004	8.34453720912	7.90600497184	8.03798587901	7.5143280642	5.1793021245	8.16971663612	7.81992702151	8.89413326751	8.41050872618	7.99191886405	6.83498627017	6.86336660019	8.83073129408	5.25539118553	3.80780498726	6.74736794593	7.64471977053	5.78229734128	6.19274376394	6.98001264501	6.32645167719	16.0903224741	8.52697800696	6.86999229139	11.4538720509	9.95739640861	7.60658658212	7.18595149366	8.69577688974	7.33069994461	10.231922446	6.32006072917	5.41783165701	8.05477614863	7.87632124397	8.0286800475	9.43679148378	6.3534850642	7.31158579775	3.93351279206	8.49647388107	7.46621775918	10.6041852557	6.51201679175	6.83246883167	7.24225925298	7.33252861061	7.65830420649	6.6399276385	8.98389192524	6.18715442867	5.48487510864	11.1581406931	5.9564947048	7.82772835839	7.01654256163	7.87639696577	6.98851235694	6.15190032558
NCKAP1L	2.38462134495	1.47185711327	0.524664768956	1.13833965882	1.03497093561	5.05181198412	1.28157552297	1.64152211428	1.53740068136	0.515959759073	2.60947461888	2.3071859249	1.65324878717	1.59953885964	0.237726082839	1.58744462069	0.60523103595	0.506918251189	0.110442012233	0.511814457681	0.213846838019	0.935658812165	0.265489607218	0.765072283431	0.55062854637	0.564607377376	1.25909517564	1.62186146432	0.215360162138	2.00063985692	0.779037498801	0.643253777563	3.46126306558	2.45235912267	1.16395621604	0.45030344041	1.01793853807	0.535062980906	1.13352674414	0.28958631897	1.56143344471	0.861620023547	1.44146158114	1.7314874632	2.5423266574	1.94093825868	0.63800938324	0.703200581177	0.902725533809	0.685339709654	1.34104574718	1.57725335378	1.19056983884	0.291339387559	0.402749493852	0.568159803763	0.577879675036	2.6443909664	1.49486904895	1.81280010821	0.758039927337	0.872913552403	0.273225175017	0.970526068641	0.857240182619	0.809684168818	0.91324146925	0.939658502201	1.97271729001	0.430668950608	0.626357849895	5.89331989259	1.52147613	1.14260233423	2.4598760802	0.785017488937	1.74226725287	1.32652680965	0.557383693812	0.748763948998	0.597781006167	1.41296023096	1.20016816909	0.350280707128	2.25244283498	1.85578827329	1.42355236002	2.08923687451	1.44498128259	1.64225392786	0.644647189033	1.84280648665	0.832704840362	0.273885830303	1.49875640873	0.582131282482	0.406481632692	1.03560240662	0.826744492426	0.581859362632
GSDMD	4.32541659453	16.8543330013	7.57780068244	20.7242229214	10.4014636829	11.941973449	20.3183563117	28.4803136005	11.1698736766	8.25167986391	27.2633404601	6.23904804649	14.7797556937	6.89553984999	0.831313977585	12.223555394	1.53182486364	5.88180082671	4.34609610454	6.29702377156	12.0832989083	26.1658743929	5.49868623549	14.4492704819	4.12419306398	0.914556273121	8.77828195163	26.4817309624	11.4690885965	6.62908812348	24.1252514118	3.63036275563	11.1901176698	5.31605594487	7.25139041116	5.10569281474	14.4783443169	4.48408668893	10.5883305951	1.36272751642	9.38551969161	10.0886705926	3.8629056017	7.80664531086	12.3528688858	5.48408946104	12.3850763869	7.23214815644	12.8501506368	2.66230060574	12.1267123685	7.05261650102	16.4876222571	34.3666362613	6.81182467936	1.45440244941	7.96906715416	6.90649978463	10.8395804857	6.66015090702	2.52009239162	3.83398404888	8.15300978987	15.088644894	4.56955516452	33.629622095	6.96246905946	10.7638342016	7.71339672953	7.27933007496	0.925289327193	19.1655452089	11.0645051307	4.49660707283	2.17889564901	6.17837611191	5.21200115302	2.48682127453	5.17149278133	3.7854979407	5.42353838323	10.6412904332	10.0461379096	29.4785972714	6.44730245967	11.7906192816	21.5354557923	6.5180691916	11.6406558502	11.80673779	7.54150388903	4.62574315891	1.37627554922	0.806426885261	33.1514700085	7.41589392539	2.65572901333	5.05453946105	13.2280151375	5.59164124799
SLC27A1	4.29486268807	6.83535071563	6.07313679653	5.9907150605	8.09692375475	5.84412361441	8.38238269397	8.87309236881	7.99313648211	5.47497628358	4.90477557441	5.7019586261	10.259226783	7.88266342518	6.2842974638	6.79880918303	4.48183151461	5.08329821578	9.34889692216	8.89032187423	2.61923098106	7.08833284225	2.84769602024	7.60713406046	3.24759540114	3.31542442654	5.5854905714	3.2451148525	5.41486013088	5.27404977631	12.4486876495	6.30005784054	3.06049754458	5.07969930558	4.26199765692	3.60505794424	12.0779043644	6.22069002797	7.4621897293	6.0227812926	5.65987345105	7.68226908646	5.65559332561	2.78782494578	6.49962998595	5.79465828586	4.74656934956	5.03096660101	4.18652508828	2.55254190328	5.5139273211	8.11560806389	9.22110572814	8.38491457833	3.6067808004	3.43175761987	4.9165471863	4.11450718984	11.5465887645	5.57809521305	3.9767692007	4.92999976342	2.54513182872	6.38599620047	5.87340709494	6.02114468539	4.557758913	6.8033555548	9.93086155243	4.1393985428	2.95267044713	6.52956413435	6.91623946487	4.9911184434	3.4359888387	5.85422779018	4.65402421073	3.49942509407	5.6166917045	8.09168011139	3.18022538899	6.07152263281	6.13838738964	5.79971549921	4.97471555129	6.99685202438	6.68026994278	4.59123630948	4.57488264458	6.16771202214	4.54632628342	3.5122404266	2.99709056234	4.38908797935	5.24304772489	7.81981715675	4.75970639341	5.17023297547	5.47779365031	6.60671177425
C15orf59	1.79424755408	2.10146736632	0.800933209875	2.37554458026	2.78865181792	1.42379622412	0.589167660609	2.67392361606	1.92380068686	1.15722095945	0.796869138993	1.20090168062	1.96058015943	1.70205612042	0.0749790320212	0.69279097546	0.365873348752	0.695663868703	2.26108218966	1.26573259259	0.922521300697	0.884583412375	0.0905948005214	0.948718640972	0.606407769763	0.233604217596	0.691821244919	0.884193985562	0.202516531595	1.68856424193	1.87625023222	0.794378214712	0.56628224403	1.92545303704	1.02040808553	0.091160959297	2.93974200882	0.571038655916	0.523138588729	0.240278819442	1.43954987714	1.73038141177	0.634928424918	2.08808924035	1.53010109556	1.64678323516	0.414218845233	0.801531110697	0.718523791213	0.592046680098	1.37724178481	1.22675241293	2.225884167	0.64409616495	0.431477842535	0.326740180995	0.524745420241	2.33134245868	1.94734919924	0.613424585363	0.339761050708	1.00728411025	1.47796266588	1.27851468094	0.837002628084	0.461152655689	0.625285112316	2.67707496539	0.678389317436	0.633889179142	0.22384148205	1.09075497028	2.3589815532	0.835968813194	0.389062184403	0.499065251483	0.886334783588	0.107532309283	0.664783524298	1.3869764779	0.0642434965399	0.970157693275	1.54906973339	0.40666584074	0.903130779771	1.42153632915	1.37961772786	1.006778498	1.29573352025	1.31257363592	0.750908006732	0.538279758413	0.198669464825	0.267297056249	0.262439768439	5.34008126148	0.359975789004	1.17274860159	1.88203441013	0.45169823472
DUSP16	21.0551541336	17.4073760269	7.10031488317	9.61823545048	18.7270605037	26.4068682893	7.36643426561	11.6974373625	16.5967600342	8.42167098355	11.3449142413	19.4167754989	11.2734736306	27.5695499809	38.2093269438	28.5438371523	14.1071132663	13.2385296576	6.3514267379	14.6127532991	22.8151030093	15.9113971739	28.7415524838	11.5168874016	23.4589853557	32.3320859413	20.9868491136	10.4190038116	26.8065042753	18.8221100843	12.5429692423	15.0941989892	12.7934506766	22.4292672007	26.2722719461	21.0682645844	28.2073512813	23.5973514061	23.5046969608	24.9429563748	24.9772777477	16.2447774557	20.6804627818	12.1583460825	18.3181813995	25.075174751	21.0065647559	21.4115173263	12.6619360272	20.6811206511	14.1447276855	28.0670757379	20.3526353117	13.8341692362	23.2780171171	27.0943991812	22.3969127605	22.5620430752	30.1807810903	20.1346225855	23.3404717584	23.391510891	7.68413399157	24.9092429035	25.0744389364	15.2795919371	18.7687375039	19.1607294156	21.6121378477	12.5373733644	27.9142337841	12.0173164739	23.8009694809	19.302587022	12.8045140064	26.2474318882	15.2908999005	16.9001692658	33.556975963	24.2046865245	25.4237703114	21.3400205099	16.4006850131	20.6216422772	27.4428834557	35.8389729378	14.0056128216	21.9622625306	21.8659608124	25.8168164983	27.0426378718	23.3893876982	11.0492146438	12.3544685389	31.289203999	25.2441079228	23.6524245322	32.8027502535	20.9957473223	21.8529645075
LONP1	27.6974338931	19.3949710051	12.5727631773	27.7575242084	19.3687476102	17.2169736958	21.5996150081	26.1825375816	17.775213034	7.88595092748	17.7981992662	14.2797998921	30.2062661379	17.0190662215	47.9070976408	19.0771840499	23.5621534518	23.3132966139	17.0761204075	20.6090278495	16.8264419168	29.978519133	18.9104606407	23.2969140568	18.6677502693	14.4828165992	12.4162509276	17.7040858126	15.9809240053	18.6295929445	23.6356286502	31.6836691736	17.1620015622	15.4893651442	21.1282436528	14.9565663511	17.6578672616	23.4243008619	16.3769590434	27.0613063534	17.7075126873	24.14768448	24.1479172998	14.7139179158	21.7469708965	19.0388583471	22.0363960184	17.6133506078	20.6291513589	13.4268197036	14.6512159339	15.8573129011	19.0543376331	27.4160023441	20.9599445692	27.1635938597	22.5744084919	18.2307467824	20.7787976376	21.6574890253	23.6088947129	17.9432952771	7.6375908104	27.325874756	19.2209295388	30.2231952005	23.548654638	19.3130291274	15.5555009813	21.7643262992	40.4042588181	19.3221018581	18.5087082487	17.2636603835	16.879778187	18.7817539545	14.8279867347	25.6042459443	21.6991162113	18.5534813969	25.9266458797	22.5222786621	21.4776691672	26.4139087137	18.3462933384	16.4309481439	25.3632895985	21.0468683259	18.924131308	21.5513552825	21.7874629113	12.2617294811	22.1199497634	17.7199813094	16.3812663986	25.3356624844	20.9863811014	21.5719891322	19.6740271625	19.8412840061
ELK1	23.3948692551	9.07642443219	6.83552794505	4.22582157042	10.9576383868	10.8944527878	9.68719593351	8.22754603897	12.0896357314	5.90403627251	10.6380488982	14.7216797543	4.99894227922	11.5911353163	12.7149477807	12.0479508213	15.844826553	10.9710587566	12.1685126086	13.8606596648	12.4445425716	9.18298067389	11.6386287623	11.7398822476	8.03687959009	9.73242315766	10.5787354435	12.2953443033	8.50640951192	10.3067956435	4.06576505689	10.3386943471	14.0973368509	10.9050793912	11.3442149133	13.9634611527	11.2001123325	10.0032125551	12.7775903164	9.22273973257	11.6270375737	11.7801238006	10.0998456713	10.5050812224	9.84496358104	9.33986633086	13.512300762	9.22745353775	13.8050989223	10.8490964244	4.04500199759	12.4422001843	8.60405857984	6.56704897079	10.5038550642	8.48522700361	10.0649963584	17.391176534	11.4991291797	12.0492566516	10.4714113503	12.2490476768	9.50452661795	17.1458898815	10.6593088448	5.58699563668	11.2583697651	8.93693217847	13.2055695352	12.5478904	10.3541793617	10.5139749566	9.48885289787	11.4317189058	11.5928028716	9.63999315858	10.7046484559	25.4147483499	13.8964419796	8.69414367009	9.49636759436	12.0758155008	9.15107254108	19.0247472788	11.4002422815	11.2505583083	15.1979056995	8.93178928283	12.3710667874	10.1836935784	8.7865476735	10.3042865998	11.9652598502	8.87298595941	11.0428360578	11.3381892136	7.58344173135	12.5894073109	9.04785452536	9.81594521294
TOR3A	31.3794469266	9.69868886678	8.78990357029	12.4640698921	9.10135249483	11.4981677424	14.9015163072	13.0193641902	9.08775074041	6.04415665128	13.5766953738	11.2303212846	12.5155314533	12.4336787664	9.18020442352	10.0161214842	9.09945291172	13.2285239576	11.6516463884	8.21275294362	10.9586018103	13.496556473	9.42551357602	13.8869302641	7.40705675904	6.79350706255	10.3955506933	10.0766537225	10.4324536013	11.0234013622	9.96282275754	11.7109132605	15.9168753977	10.6555735551	12.7921933369	9.66005427631	10.1793976971	10.1922189752	8.84045281046	10.3738800723	14.3774470949	9.89608739548	11.1048897797	10.0026037982	11.7029904068	12.1866710143	9.93928837554	10.8101602579	18.0351229341	9.04790766632	10.6175355389	8.74199488888	11.5994145031	14.1454728254	9.19748422723	6.49748648746	10.4479871361	12.7872528087	12.9582757388	10.9431240993	9.69242776797	9.65746169883	10.3858645253	14.2357188939	8.78975800467	12.4539493151	9.86404374782	10.0307276448	10.0699803301	12.3137140178	11.2604842594	14.8130515533	10.3681108874	11.1721729459	15.3006778121	9.67273694711	9.49921934288	11.7618464041	9.11155111334	8.42911988735	15.8293794115	11.8105292473	11.7298714417	8.44106661837	7.72136290127	12.2560934573	11.5299025311	8.41970833975	10.3619842625	11.6129311068	9.838719679	13.327509262	8.22640782842	6.47984669633	12.6033917076	12.381302126	12.2700612692	15.2872004394	10.7964211002	13.0563974864
